Instance,Budget,Rate,PF_points, Time
1,64,0.1,3,0.34
1,64,0.4,3,0.34
1,64,0.7,3,0.34
1,64,1,3,0.35
1,72,0.1,2,0.26
1,72,0.4,2,0.28
1,72,0.7,2,0.26
1,72,1,2,0.25
1,80,0.1,2,0.26
1,80,0.4,2,0.25
1,80,0.7,2,0.27
1,80,1,2,0.26
1,88,0.1,2,0.25
1,88,0.4,2,0.28
1,88,0.7,2,0.25
1,88,1,2,0.25
1,96,0.1,2,0.42
1,96,0.4,2,0.43
1,96,0.7,2,0.41
1,96,1,2,0.43
