Instance,Budget,Rate,PF_points, Time
1,64,0.1,1,0.25
1,64,0.4,1,0.26
1,64,0.7,1,1.47
1,64,1,1,0.24
1,72,0.1,1,0.25
1,72,0.4,1,1.43
1,72,0.7,1,1.73
1,72,1,1,0.27
1,80,0.1,1,0.23
1,80,0.4,1,3.36
1,80,0.7,1,1.24
1,80,1,1,0.24
1,88,0.1,1,0.25
1,88,0.4,1,2.44
1,88,0.7,1,1.99
1,88,1,1,0.27
1,96,0.1,1,0.23
1,96,0.4,1,1.18
1,96,0.7,1,1.13
1,96,1,1,0.25
