Instance,Budget,Rate,PF_points, Time
1,64,0.1,2,0.77
1,64,0.4,2,0.68
1,64,0.7,2,0.77
1,64,1,2,0.68
1,72,0.1,3,0.86
1,72,0.4,3,0.84
1,72,0.7,3,0.82
1,72,1,3,0.82
1,80,0.1,3,0.34
1,80,0.4,3,0.38
1,80,0.7,3,0.35
1,80,1,3,0.38
1,88,0.1,3,0.35
1,88,0.4,3,0.36
1,88,0.7,3,0.34
1,88,1,3,0.36
1,96,0.1,3,0.31
1,96,0.4,3,0.34
1,96,0.7,3,0.31
1,96,1,3,0.34
